방송Code,방송구분,프로그램명,PD,SH,TD,상품ID,MD담당자명,부서코드,부서명,협력사ID,협력사명
1010036178,녹화방송,재방_의류,,,,10242138,최승미,3111205,생활2팀,104532,(주)턱케이앤코
1019126356,녹화방송,재방_건강식품,,,,10092003,"심인혜,박만이건",3121405,식품4팀,100002,산협경제지주㈜
1019226356,녹화방송,재방_건강식품,,,,10092743,"심인혜,박만이건",3121405,식품4팀,100002,산협경제지주㈜
1040336520,재방송,재방_가공농산,,,,10295865,"최병규,최만훈",3121105,식품1팀,104640,(주)하일에프앤씨
1021427468,재방송,재방_신선수산,,,,10113666,신대혁,3121305,식품3팀,100004,물산업협동조합중앙회
1019520130,재방송,재방_건강식품,,,,10112103,심인혜,3121405,식품4팀,100002,산협경제지주㈜
1019620130,재방송,재방_건강식품,,,,10112105,심인혜,3121405,식품4팀,100002,산협경제지주㈜
1020721688,녹화방송,재방_건강식품,,,,10074959,박만이건,3121405,식품4팀,101030,(주)필스빌
1020821688,녹화방송,재방_건강식품,,,,10079429,박만이건,3121405,식품4팀,101030,(주)필스빌
1010924189,녹화방송,재방_의류,,,,10060369,최유만,3111205,생활2팀,100641,(주)패옹킴
10151024073,생방송,잡화,강주우,최육영,우이혁,10410661,최주나,3111305,생활3팀,102636,(주)유스다이아몬드
10151124073,생방송,잡화,강주우,최육영,우이혁,10403185,최주나,3111305,생활3팀,102636,(주)유스다이아몬드
10151224073,생방송,잡화,강주우,최육영,우이혁,10403186,최주나,3111305,생활3팀,102636,(주)유스다이아몬드
10031335947,생방송,생활용품,이재가,"박장혜,최규영",이인호,10118414,"이서소,최의",3111105,생활1팀,104360,주식회사 벤하임코리아
10031435947,생방송,생활용품,이재가,"박장혜,최규영",이인호,10118629,"이서소,최의",3111105,생활1팀,104360,주식회사 벤하임코리아
10031535947,생방송,생활용품,이재가,"박장혜,최규영",이인호,10241701,"이서소,최의",3111105,생활1팀,104360,주식회사 벤하임코리아
10031635947,생방송,생활용품,이재가,"박장혜,최규영",이인호,10241727,"이서소,최의",3111105,생활1팀,104360,주식회사 벤하임코리아
10101736495,생방송,의류,강주우,최소유,우이혁,10249528,최유만,3111205,생활2팀,100641,(주)패옹킴
10141836037,생방송,속옷,국재열,"박주혁B,임주원",이인호,10124037,최승미,3111205,생활2팀,102804,주식회사한규람21
10221924779,생방송,신선농산,박이환,"최한빛,박채린",우이혁,10410232,"최병규,최만훈",3121105,식품1팀,100351,형강물산(주)
10212020077,생방송,신선수산,이명섭,"이서경,최소희",이인호,10407445,"육경만,최성욱",3121305,식품3팀,100024,주식회사제일
10162127692,생방송,이미용,가성훈,"이주혁,최덕유",우이혁,10411372,"이수만,장주환",3111305,생활3팀,100400,(주)에스티씨코리아
10162227692,생방송,이미용,가성훈,"이주혁,최덕유",우이혁,10221518,"이수만,장주환",3111305,생활3팀,100400,(주)에스티씨코리아
10052336432,생방송,주방용품,이상철B,"박주혁B,최소희",이인호,10411958,"이서소,유다솜",3111105,생활1팀,104648,(주)티텀코리아
10052436432,생방송,주방용품,이상철B,"박주혁B,최소희",이인호,10389745,"이서소,유다솜",3111105,생활1팀,104648,(주)티텀코리아
10052536432,생방송,주방용품,이상철B,"박주혁B,최소희",이인호,10389746,"이서소,유다솜",3111105,생활1팀,104648,(주)티텀코리아
10052636432,생방송,주방용품,이상철B,"박주혁B,최소희",이인호,10389747,"이서소,유다솜",3111105,생활1팀,104648,(주)티텀코리아
10422724732,생방송,가공수산,유이환,백이숙,윤주혁,10390787,엄은미,3121305,식품3팀,102878,(주)다담은
10412827369,생방송,가공농산,이주필,이효만,최백장,10113069,윤만규,3121205,식품2팀,100002,산협경제지주㈜
10212927283,생방송,신선수산,이혜이,"송주선,권기문",윤주혁,10114432,육경만,3121305,식품3팀,103615,(주)제이씨포
10213027283,생방송,신선수산,이혜이,"송주선,권기문",윤주혁,10114433,육경만,3121305,식품3팀,103615,(주)제이씨포
10223121178,생방송,신선농산,이두리,"박소연,임주원",최백장,10410651,"최조학,이은혜",3121105,식품1팀,100002,산협경제지주㈜
10223221178,생방송,신선농산,이두리,"박소연,임주원",최백장,10243372,"최조학,이은혜",3121105,식품1팀,100002,산협경제지주㈜
10103336635,생방송,F_의류,강승필,"최소유,박보경",윤주혁,10410641,최승미,3111205,생활2팀,104844,(주)동광익스터내셔날
10153424073,생방송,잡화,이이규,최육영,최백장,10410661,최주나,3111305,생활3팀,102636,(주)유스다이아몬드
10153524073,생방송,잡화,이이규,최육영,최백장,10403185,최주나,3111305,생활3팀,102636,(주)유스다이아몬드
10153624073,생방송,잡화,이이규,최육영,최백장,10403186,최주나,3111305,생활3팀,102636,(주)유스다이아몬드
10103736650,생방송,의류,강승필,"이유경,최규영",윤주혁,10404341,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10413826828,생방송,가공축산,윤가석,이효만,최백장,10108783,"최형권,최형권",3121205,식품2팀,101448,주식회사제이턱코리아익스터내셔날
10223936303,생방송,신선농산,송승희,"송승환,이소연",윤주혁,10410460,"최병규,최만훈",3121105,식품1팀,100002,산협경제지주㈜
10064036041,녹화방송,재방_침구,,,,10124108,"이수만,장주환",3111105,생활1팀,100952,(주)레뮤안
10064136041,녹화방송,재방_침구,,,,10124107,이수만,3111105,생활1팀,100952,(주)레뮤안
10064236041,녹화방송,재방_침구,,,,10124105,이수만,3111105,생활1팀,100952,(주)레뮤안
10064336041,녹화방송,재방_침구,,,,10124057,이수만,3111105,생활1팀,100952,(주)레뮤안
10404425628,재방송,재방_가공농산,,,,10096386,"최조학,이은혜",3121105,식품1팀,102859,산업회사법익스주식회사한길웰바이옹
11814536275,재방송,재방_가공농산,,,,10244461,"박광삼,한은영",3131105,상생협력팀,100002,산협경제지주㈜
10194626517,재방송,재방_건강식품,,,,10093137,"심인혜,박만이건",3121405,식품4팀,103642,산업회사법익스주식회사대정
10194726517,재방송,재방_건강식품,,,,10093138,"심인혜,박만이건",3121405,식품4팀,103642,산업회사법익스주식회사대정
10034826883,녹화방송,재방_생활용품,,,,10243381,"이서소,최의",3111105,생활1팀,103847,주식회사 케이앤글로벌
10034926883,녹화방송,재방_생활용품,,,,10101084,"이서소,최의",3111105,생활1팀,103847,주식회사 케이앤글로벌
10115036419,재방송,재방_속옷,,,,10247970,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10115136419,재방송,재방_속옷,,,,10247971,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10115236419,재방송,재방_속옷,,,,10248203,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10145336419,재방송,재방_속옷,,,,10248204,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10165421661,재방송,재방_이미용,,,,10243099,"이수만,장주환",3111305,생활3팀,101426,주식회사선쥬상사
10165521661,재방송,재방_이미용,,,,10220672,"이수만,장주환",3111305,생활3팀,101426,주식회사선쥬상사
10165621661,재방송,재방_이미용,,,,10220056,"이수만,장주환",3111305,생활3팀,101426,주식회사선쥬상사
10165721661,재방송,재방_이미용,,,,10220700,"이수만,장주환",3111305,생활3팀,101426,주식회사선쥬상사
10165821661,재방송,재방_이미용,,,,10220084,"이수만,장주환",3111305,생활3팀,101426,주식회사선쥬상사
10165921661,재방송,재방_이미용,,,,10243106,"이수만,장주환",3111305,생활3팀,101426,주식회사선쥬상사
10236023931,생방송,신선축산,고차희,"박원이,이주영A",송병호,10248723,최주선,3121205,식품2팀,102598,(주)아이에스비패트
10106136116,생방송,의류,국재열,"최규좌,이유경",이인호,10211846,박조호A,3111205,생활2팀,100068,(주)이퀘스트
10106236295,생방송,의류,국재열,"최규좌,이유경",이인호,10402582,고이혁,3111205,생활2팀,100003,(주)산업기업유통센터
10516323879,생방송,렌탈,최성철,이주규,송병호,10411698,"최만헌,박만옥",3111405,생활4팀,100003,(주)산업기업유통센터
10446426708,생방송,가전,이호만,최채원,이인호,10247539,"가길호,남주혜",3111405,생활4팀,100003,(주)산업기업유통센터
10166523927,생방송,이미용,가혜영,"박상언,박승희",송병호,10410452,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
10166623927,생방송,이미용,가혜영,"박상언,박승희",송병호,10410457,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
10166723927,생방송,이미용,가혜영,"박상언,박승희",송병호,10113858,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
10166823927,생방송,이미용,가혜영,"박상언,박승희",송병호,10113857,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
10406922448,생방송,가공농산,이혁빈,"이서경,이흥수",우이혁,10242139,"최만훈,이은혜",3121105,식품1팀,101977,주식회사동반푸드
10107036530,생방송,의류,국재열,"최육영,박보경",이인호,10315961,최유만,3111205,생활2팀,102442,(주)옹월과시선
10217121481,생방송,신선수산,고차희,"최채원,권기문",우이혁,10407373,최희수,3121305,식품3팀,100004,물산업협동조합중앙회
10137236674,생방송,F_잡화,가혜영,"하재원,박서희",윤주혁,10404379,"전승아,전승아",3111305,생활3팀,100003,(주)산업기업유통센터
10417327577,생방송,가공축산,유이환,"이장혁,신유이",우이혁,10409880,"최성욱,최형권",3121205,식품2팀,101448,주식회사제이턱코리아익스터내셔날
10407425899,생방송,TV하나로마트,윤가석,이소연,최백장,10410461,"최병규,최만훈",3121105,식품1팀,100002,산협경제지주㈜
10427525677,생방송,가공수산,신이일,"최유소,박채린",윤주혁,10248500,육경만,3121305,식품3팀,100004,물산업협동조합중앙회
10127625903,생방송,레포츠의류,성혜영,"이유경,이조헌",최백장,10404882,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10127725903,생방송,레포츠의류,성혜영,"이유경,이조헌",최백장,10404775,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10137836151,생방송,잡화,이이규,"최규좌,이유경",윤주혁,10243969,"전승아,전승아",3111305,생활3팀,100003,(주)산업기업유통센터
10137936153,생방송,잡화,강주우,"곽주애,이조헌",최백장,10242214,"전승아,전승아",3111305,생활3팀,101792,주식회사유니코리아
10138036153,생방송,잡화,강주우,"곽주애,이조헌",최백장,10246878,"전승아,전승아",3111305,생활3팀,101792,주식회사유니코리아
10138136153,생방송,잡화,강주우,"곽주애,이조헌",최백장,10246879,"전승아,전승아",3111305,생활3팀,101792,주식회사유니코리아
10108236134,생방송,TV 행복한백화점,강승필,"하재원,박서희",윤주혁,10221516,최승미,3111205,생활2팀,100003,(주)산업기업유통센터
10208326514,생방송,건강식품,이혁철,이효만,최백장,10248658,"심인혜,전은혁",3121405,식품4팀,103446,주식회사휴온스내츄럴
10208426514,생방송,건강식품,이혁철,이효만,최백장,10099261,"심인혜,전은혁",3121405,식품4팀,103446,주식회사휴온스내츄럴
10068525745,재방송,재방_침구,,,,10241682,"이수만,장주환",3111105,생활1팀,100952,(주)레뮤안
10068625745,재방송,재방_침구,,,,10241681,이수만,3111105,생활1팀,100952,(주)레뮤안
10068725745,재방송,재방_침구,,,,10241680,이수만,3111105,생활1팀,100952,(주)레뮤안
10068825745,재방송,재방_침구,,,,10241280,이수만,3111105,생활1팀,100952,(주)레뮤안
10408924175,재방송,재방_가공농산,,,,10096811,"최병규,최만훈",3121105,식품1팀,102099,산업회사법익스주식회사한국익스증산수식품사업단
10109036198,재방송,재방_의류,,,,10242217,박조호A,3111205,생활2팀,100003,(주)산업기업유통센터
10409121405,재방송,재방_가공농산,,,,10241729,"최만훈,최만훈",3121105,식품1팀,100002,산협경제지주㈜
10409236417,재방송,재방_신선농산,,,,10374588,"최만훈,최만훈",3121105,식품1팀,104605,주식회사 비앤턱패트웍스
10409336417,재방송,재방_신선농산,,,,10247956,"최만훈,이은혜",3121105,식품1팀,104605,주식회사 비앤턱패트웍스
10109436565,재방송,재방_의류,,,,10248558,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
10149536563,녹화방송,재방_속옷,,,,10402288,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10149636563,녹화방송,재방_속옷,,,,10402481,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
10169736079,생방송,F_이미용,안수연,"최육영,박승희",이만혁,10401330,"이수만,장주환",3111305,생활3팀,103647,(주)스티베이커리
10169836079,생방송,F_이미용,안수연,"최육영,박승희",이만혁,10411741,"이수만,장주환",3111305,생활3팀,103647,(주)스티베이커리
10169936079,생방송,F_이미용,안수연,"최육영,박승희",이만혁,10136483,"이수만,장주환",3111305,생활3팀,103647,(주)스티베이커리
101610036223,생방송,뷰티룸,가혜영,"박상언,이주혁,최덕유",송창장,10410664,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101610136223,생방송,뷰티룸,가혜영,"박상언,이주혁,최덕유",송창장,10410666,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101610236223,생방송,뷰티룸,가혜영,"박상언,이주혁,최덕유",송창장,10247100,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101610336223,생방송,뷰티룸,가혜영,"박상언,이주혁,최덕유",송창장,10247102,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101010427165,생방송,의류,안수연,"최소유,이유경",이만혁,10106144,박조호A,3111205,생활2팀,102124,주식회사비에이치
101010527165,생방송,의류,안수연,"최소유,이유경",이만혁,10112280,박조호A,3111205,생활2팀,102124,주식회사비에이치
100210636146,생방송,레포츠기기,강인택,"이주규,임주원",송창장,10241221,"최백원,강동완",3111405,생활4팀,104259,주식회사 에이파파
100510727461,생방송,주방용품,최조환,박원이,이만혁,10114031,"이서소,유다솜",3111105,생활1팀,102761,주식회사카이리캔
100510827461,생방송,주방용품,최조환,박원이,이만혁,10118642,"이서소,유다솜",3111105,생활1팀,102761,주식회사카이리캔
100510927461,생방송,주방용품,최조환,박원이,이만혁,10118806,"이서소,유다솜",3111105,생활1팀,102761,주식회사카이리캔
100511027461,생방송,주방용품,최조환,박원이,이만혁,10118808,"이서소,유다솜",3111105,생활1팀,102761,주식회사카이리캔
104111122479,생방송,가공축산,유이환,"박소연,이수완",우이혁,10048114,최주선,3121205,식품2팀,100312,(주)뮤트프라자
102211226555,생방송,신선농산,이혜이,박주혁B,송창장,10247948,"최조학,이은혜",3121105,식품1팀,103648,한쥬리영산조합법익스
102111325689,생방송,신선수산,고차희,"박장혜,최소희",우이혁,10074939,엄은미,3121305,식품3팀,100004,물산업협동조합중앙회
104011424707,생방송,가공농산,신이일,"최채원,이흥수",최백장,10404883,"최병규,최만훈",3121105,식품1팀,100002,산협경제지주㈜
100311525813,생방송,창의혁신 날개를 달아드립니다,국성훈,"박원이,박채린",우이혁,10246549,"이서소,최의",3111105,생활1팀,103226,(주)홈즈코리아
100311625813,생방송,창의혁신 날개를 달아드립니다,국성훈,"박원이,박채린",우이혁,10077626,"이서소,최의",3111105,생활1팀,103226,(주)홈즈코리아
100311725813,생방송,창의혁신 날개를 달아드립니다,국성훈,"박원이,박채린",우이혁,10085721,"이서소,최의",3111105,생활1팀,103226,(주)홈즈코리아
104211826915,생방송,어랍쇼,박이환,이서경,윤주혁,10114430,"최희수,최성욱",3121305,식품3팀,100004,물산업협동조합중앙회
101311936342,생방송,잡화,가성훈,"송승환,최가영",최백장,10401482,"전승아,전승아",3111305,생활3팀,103657,주식회사비즈제이
100312010365,생방송,생활용품,최성철,"강규주,최규재",윤주혁,10410450,"이서소,최의",3111105,생활1팀,104816,주식회사 지티엘
100312110365,생방송,생활용품,최성철,"강규주,최규재",윤주혁,10410449,"이서소,최의",3111105,생활1팀,104816,주식회사 지티엘
100712225737,생방송,인테리어,이효경,"최한빛,이주혁",최백장,10410516,"전상운,박경은",3111105,생활1팀,103705,주식회사동서규구
100712325737,생방송,인테리어,이효경,"최한빛,이주혁",최백장,10410517,"전상운,박경은",3111105,생활1팀,103705,주식회사동서규구
100712425737,생방송,인테리어,이효경,"최한빛,이주혁",최백장,10410509,"전상운,박경은",3111105,생활1팀,103705,주식회사동서규구
100712525737,생방송,인테리어,이효경,"최한빛,이주혁",최백장,10102334,"전상운,박경은",3111105,생활1팀,103705,주식회사동서규구
100712625737,생방송,인테리어,이효경,"최한빛,이주혁",최백장,10094837,"전상운,박경은",3111105,생활1팀,103705,주식회사동서규구
104012721147,생방송,가공농산,박소흥,"송주선,안덕혁",윤주혁,10074515,"최조학,이은혜",3121105,식품1팀,102863,영산조합법익스완주봉상생강조합
101012824611,생방송,의류,강승필,"송승환,이유경",최백장,10241821,최승미,3111205,생활2팀,101093,주식회사 다이아물산
101012924611,생방송,의류,강승필,"송승환,이유경",최백장,10241862,최승미,3111205,생활2팀,101093,주식회사 다이아물산
101013024611,생방송,의류,강승필,"송승환,이유경",최백장,10247375,최승미,3111205,생활2팀,101093,주식회사 다이아물산
101413126814,생방송,속옷,가성훈,"곽주애,임주원",윤주혁,10220773,남기중,3111205,생활2팀,103767,(주)옹엔익스베스트먼트
102213221039,재방송,재방_신선농산,,,,10062547,"최병규,최만훈",3121105,식품1팀,102099,산업회사법익스주식회사한국익스증산수식품사업단
101013336069,재방송,재방_의류,,,,10133273,박조호A,3111205,생활2팀,102160,주식회사비앤에스컴퍼니
104513436572,녹화방송,재방_가전,,,,10248644,"가길호,남주혜",3111405,생활4팀,101239,주식회사에버홈
100213536549,재방송,재방_레포츠기기,,,,10362433,"최백원,강동완",3111405,생활4팀,104670,(주)더블유타노시
101313627670,재방송,재방_잡화,,,,10243723,"전승아,전승아",3111305,생활3팀,103202,주식회사에스티
101313727670,재방송,재방_잡화,,,,10243724,"전승아,전승아",3111305,생활3팀,103202,주식회사에스티
101313827670,재방송,재방_잡화,,,,10243725,"전승아,전승아",3111305,생활3팀,103202,주식회사에스티
101613936082,녹화방송,재방_이미용,,,,10411951,"이수만,장주환",3111305,생활3팀,102734,주식회사스포메틱스
101614036082,녹화방송,재방_이미용,,,,10244400,"이수만,장주환",3111305,생활3팀,102734,주식회사스포메틱스
100314121201,재방송,재방_생활용품,,,,10073198,"이서소,최의",3111105,생활1팀,102269,주식회사벨라이트
100314221201,재방송,재방_생활용품,,,,10082037,"이서소,최의",3111105,생활1팀,102269,주식회사벨라이트
102014336451,생방송,요목조목건강락서,신이일,"박원이,최가영",이만혁,10249270,"심인혜,박만이건",3121405,식품4팀,102341,주식회사 티케이글로벌
100514427141,생방송,주방용품,최성철,박주혁B,송창장,10104822,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
100514527141,생방송,주방용품,최성철,박주혁B,송창장,10110911,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
100514627141,생방송,주방용품,최성철,박주혁B,송창장,10110910,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
100514727141,생방송,주방용품,최성철,박주혁B,송창장,10110909,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
100514827141,생방송,주방용품,최성철,박주혁B,송창장,10110912,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
100514927141,생방송,주방용품,최성철,박주혁B,송창장,10110915,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
101315036152,생방송,잡화,이혁애,"최육영,박서희",이만혁,10247542,"전승아,전승아",3111305,생활3팀,104421,주식회사 라쎄
101315136152,생방송,잡화,이혁애,"최육영,박서희",이만혁,10242213,"전승아,전승아",3111305,생활3팀,104421,주식회사 라쎄
101315236152,생방송,잡화,이혁애,"최육영,박서희",이만혁,10247543,"전승아,전승아",3111305,생활3팀,104421,주식회사 라쎄
101315336152,생방송,잡화,이혁애,"최육영,박서희",이만혁,10247544,"전승아,전승아",3111305,생활3팀,104421,주식회사 라쎄
101015427767,생방송,의류,이이규,최소유,송창장,10244341,"권동인,최수만",3111205,생활2팀,100641,(주)패옹킴
102015536158,생방송,건강식품,이혁철,박장혜,이만혁,10118403,심인혜,3121405,식품4팀,103186,(주)글로벌비엠에스
104215636758,생방송,가공수산,가관석,"이유경,이수완",우이혁,10130658,엄은미,3121305,식품3팀,102741,바이옹제닉스코리아주식회사
102215727024,생방송,신선농산,이두리,이효만,송창장,10386752,"최조학,이은혜",3121105,식품1팀,100002,산협경제지주㈜
102215827024,생방송,신선농산,이두리,이효만,송창장,10386753,"최조학,이은혜",3121105,식품1팀,100002,산협경제지주㈜
101615922997,생방송,이미용,이혁애,"곽주애,박보경",우이혁,10106268,"이수만,장주환",3111305,생활3팀,100086,더블유플러스주식회사
101616022997,생방송,이미용,이혁애,"곽주애,박보경",우이혁,10245950,"이수만,장주환",3111305,생활3팀,100086,더블유플러스주식회사
104216125938,생방송,가공수산,가관석,"이서경,이주영A",최백장,10403157,"엄은미,육경만",3121305,식품3팀,103269,(주)부산어묵
104116223612,생방송,가공축산,이주필,"이소연,안덕혁",우이혁,10405050,최주선,3121205,식품2팀,100312,(주)뮤트프라자
104116323612,생방송,가공축산,이주필,"이소연,안덕혁",우이혁,10113076,"최주선,최형권",3121205,식품2팀,100312,(주)뮤트프라자
102116420093,생방송,프리미엄식품관,송승희,"송주선,임주원",윤주혁,10243210,최희수,3121305,식품3팀,100334,산업회사법익스(주)나주물산
102116521066,생방송,게릴라 프로모션,이명섭,,,10118840,임도석,3121305,식품3팀,100351,형강물산(주)
102316636239,생방송,신선축산,이명섭,"최한빛,신유이",최백장,10336101,"최주선,양규석",3121205,식품2팀,100312,(주)뮤트프라자
113016725950,생방송,중소기업을만나다,국성훈,"박상언,이장혁",윤주혁,10411686,최만헌,3111405,생활4팀,100003,(주)산업기업유통센터
101016836634,생방송,F_의류,강주우,"최소유,최규영",최백장,10410662,최승미,3111205,생활2팀,104844,(주)동광익스터내셔날
101016936514,생방송,의류,가성훈,"이유경,최규재",윤주혁,10287143,박조호A,3111205,생활2팀,103616,주식회사 컴턱진
101017036514,생방송,의류,가성훈,"이유경,최규재",윤주혁,10285576,박조호A,3111205,생활2팀,103616,주식회사 컴턱진
108917125015,생방송,렌탈,이효경,"박장혜,이조헌",최백장,10403267,"최만헌,임대훈",3111105,생활1팀,102823,(주)열심히
105117226622,생방송,렌탈,이호만,"이주규,최소희",윤주혁,10093251,"최만헌,임대훈",3111405,생활4팀,100003,(주)산업기업유통센터
101017323921,재방송,재방_의류,,,,10220788,최승미,3111205,생활2팀,101093,주식회사 다이아물산
101017436039,재방송,재방_의류,,,,10124029,박조호A,3111205,생활2팀,100003,(주)산업기업유통센터
101617527630,재방송,재방_이미용,,,,10115786,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101617627630,재방송,재방_이미용,,,,10242206,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101617727630,재방송,재방_이미용,,,,10242207,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
101617827630,재방송,재방_이미용,,,,10242461,"이수만,장주환",3111305,생활3팀,100003,(주)산업기업유통센터
102017925512,재방송,재방_건강식품,,,,10124353,신대혁,3121405,식품4팀,102921,주식회사명신
102018025512,재방송,재방_건강식품,,,,10074636,신대혁,3121405,식품4팀,102921,주식회사명신
102018125512,재방송,재방_건강식품,,,,10084070,신대혁,3121405,식품4팀,102921,주식회사명신
101018236446,재방송,재방_의류,,,,10243542,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
101418336276,생방송,속옷,안수연,"곽주애,최가영",송창장,10244394,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
101418436276,생방송,속옷,안수연,"곽주애,최가영",송창장,10245846,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
101018536650,재방송,재방_의류,,,,10404341,남기중,3111205,생활2팀,100003,(주)산업기업유통센터
101018636552,생방송,의류,안수연,"하재원,박보경",송창장,10411737,전승아,3111205,생활2팀,102442,(주)옹월과시선
102018727285,생방송,건강식품,윤가석,이효만,이만혁,10245821,심인혜,3121405,식품4팀,103853,이스트에스와이주식회사
100618836028,생방송,침구,가혜영,"백이숙,임주원",송창장,10121834,최백원,3111105,생활1팀,102171,주식회사느티나무
100618936028,생방송,침구,가혜영,"백이숙,임주원",송창장,10121833,최백원,3111105,생활1팀,102171,주식회사느티나무
100619036028,생방송,침구,가혜영,"백이숙,임주원",송창장,10121832,최백원,3111105,생활1팀,102171,주식회사느티나무
102219123356,생방송,신선농산,박이환,"이소연,권기문",우이혁,10412062,"최조학,이은혜",3121105,식품1팀,102018,주식회사이지트레이더
102219223356,생방송,신선농산,박이환,"이소연,권기문",우이혁,10055162,"최조학,이은혜",3121105,식품1팀,102018,주식회사이지트레이더
104219324089,생방송,가공수산,이혁빈,"송주선,박채린",이만혁,10095245,육경만,3121305,식품3팀,101089,주식회사아이비에이치
104019410086,생방송,가공농산,박소흥,"최가영,이흥수",우이혁,10410531,"최병규,최만훈",3121105,식품1팀,102999,주식회사 에스앤알(SNR)
104219523098,생방송,가공수산,윤가석,"박소연,신유이",이인호,10411696,"엄은미,육경만",3121305,식품3팀,100004,물산업협동조합중앙회
104219623098,생방송,가공수산,윤가석,"박소연,신유이",이인호,10414932,"엄은미,육경만",3121305,식품3팀,100004,물산업협동조합중앙회
102219736621,생방송,F_신선농산,이혜이,"박주혁B,최덕유",우이혁,10403184,"최조학,이은혜",3121105,식품1팀,102431,주식회사 두코
104519822123,생방송,가전,강인택,이서경,송병호,10070934,"가길호,남주혜",3111405,생활4팀,101239,주식회사에버홈
104119923811,생방송,가공축산,유이환,최채원,이인호,10064545,최형권,3121205,식품2팀,100002,산협경제지주㈜
102120022932,생방송,신선수산,이두리,"이주규,이장혁",송병호,10102989,"엄은미,육경만",3121305,식품3팀,100004,물산업협동조합중앙회
101020136128,생방송,의류,이명섭,"송승환,이조헌",이인호,10411740,전승아,3111205,생활2팀,100003,(주)산업기업유통센터
100220236132,생방송,레포츠기기,최조환,"최한빛,이주혁",송병호,10226002,"최백원,강동완",3111405,생활4팀,101409,주식회사중산물산
100720327684,생방송,인테리어,이재가,"최육영,이주영A",이인호,10411961,"전상운,박경은",3111105,생활1팀,102533,(주)정진TLS
100720427684,생방송,인테리어,이재가,"최육영,이주영A",이인호,10411990,"전상운,박경은",3111105,생활1팀,102533,(주)정진TLS
100720527684,생방송,인테리어,이재가,"최육영,이주영A",이인호,10411991,"전상운,박경은",3111105,생활1팀,102533,(주)정진TLS
100720627684,생방송,인테리어,이재가,"최육영,이주영A",이인호,10242959,"전상운,박경은",3111105,생활1팀,102533,(주)정진TLS
100720727684,생방송,인테리어,이재가,"최육영,이주영A",이인호,10242961,"전상운,박경은",3111105,생활1팀,102533,(주)정진TLS
100720827684,생방송,인테리어,이재가,"최육영,이주영A",이인호,10242963,"전상운,박경은",3111105,생활1팀,102533,(주)정진TLS
101020936115,생방송,의류,이명섭,"이유경,이유경",송병호,10102835,박조호A,3111205,생활2팀,100003,(주)산업기업유통센터
102221024779,재방송,재방_신선농산,,,,10410232,"최병규,최만훈",3121105,식품1팀,100351,형강물산(주)
100321125486,재방송,재방_생활용품,,,,10120236,"이서소,최의",3111105,생활1팀,103045,턱모로쥬포플
100321225486,재방송,재방_생활용품,,,,10070617,"이서소,최의",3111105,생활1팀,103045,턱모로쥬포플
100321325486,재방송,재방_생활용품,,,,10102991,"이서소,최의",3111105,생활1팀,103045,턱모로쥬포플
104221425619,재방송,재방_가공수산,,,,10242676,"최희수,최성욱",3121305,식품3팀,102794,(주)거진상역
102221536958,재방송,재방_신선농산,,,,10305859,이은혜,3121105,식품1팀,103656,일성영산조합법익스
104021623092,재방송,재방_가공농산,,,,10060150,"최병규,최만훈",3121105,식품1팀,102134,한국에프엔씨
101021724189,녹화방송,재방_의류,,,,10060369,최유만,3111205,생활2팀,100641,(주)패옹킴
100721826385,재방송,재방_인테리어,,,,10248667,"전상운,박경은",3111105,생활1팀,104578,(주)현대의료기
100721926385,재방송,재방_인테리어,,,,10248668,"전상운,박경은",3111105,생활1팀,104578,(주)현대의료기
